SBU,Year,Country,Sold-to Code (Number version),# Products,Net Sales (EUR),Base Quantity (Volume-tons)
APF,2020,Brazil,4747444,5,103543.49,3.35232
APF,2020,Brazil,4748795,5,26297.45,6.937
APF,2020,Brazil,4754391,8,119974.75,2.74704
APF,2020,Brazil,4754726,4,34020.95,0.83808
APF,2020,Brazil,4756355,23,280012.28,27.65332
APF,2020,Brazil,4756408,7,198842.93,15.47172
APF,2020,Brazil,4768933,3,14955.41,1.875
APF,2020,Brazil,4769149,4,-17.8,0
APF,2020,Brazil,4771072,10,36797.91,1.89516
APF,2020,Brazil,4772950,8,28411.76,1.284
APF,2020,Brazil,4774913,5,18870.43,0.98724
APF,2020,Brazil,4774974,2,11111.45,0.41424
APF,2020,Brazil,4779120,9,6079.54,0.20952
APF,2020,Brazil,4785210,4,83351.62,5.9684
APF,2020,Brazil,4855888,3,0,0
APF,2020,Brazil,4862704,8,27533.44,1.365
APF,2020,Brazil,4894269,26,51770.05,4.389
APF,2020,Brazil,4905757,20,9375.46,0.693
APF,2020,Brazil,5033122,10,-393.78,0
APF,2020,Brazil,5061913,5,57640.69,4.362
APF,2020,Brazil,5076534,8,-114.54,0
APF,2020,Brazil,5076559,17,-14715.27,0
APF,2020,Brazil,5076564,5,-4628.39,0
APF,2020,Brazil,5076593,7,-7.65,0
APF,2020,Brazil,5076646,1,30154.49,2.289
APF,2020,Brazil,5076658,2,23313.92,1.122
APF,2020,Brazil,5076662,12,-920.29,0
APF,2020,Brazil,5076697,14,-9290.82,0
APF,2020,Brazil,5076712,23,99007.92,5.80378
APF,2020,Brazil,5076781,4,39633.01,2.20256
APF,2020,Brazil,5076805,1,169232.47,12.81
APF,2020,Brazil,5089964,11,6680.72,0.545
APF,2020,Brazil,5090277,2,0,0
APF,2020,Brazil,5097767,12,-13229.21,0
APF,2020,Brazil,5120580,5,7764.49,0.2328
APF,2020,Brazil,5120592,4,1586.64,0.697
APF,2020,Brazil,5120665,5,-10490.75,-0.12452
APF,2020,Brazil,5120668,5,13393.12,0.48076
APF,2020,Brazil,5120696,6,11254.79,0.81264
APF,2020,Brazil,5120698,5,5822.13,0.33296
APF,2020,Brazil,5120739,6,580.48,0.255
APF,2020,Brazil,5120741,4,348.29,0.153
APF,2020,Brazil,5120863,5,3882.24,0.1164
APF,2020,Brazil,5120884,7,4424.01,0.3544
APF,2020,Brazil,5120899,4,3299.29,0.17812
APF,2020,Brazil,5120956,6,3959.64,0.1504
APF,2020,Brazil,5121063,7,6170.41,0.48596
APF,2020,Brazil,5121173,7,3492.78,0.26312
APF,2020,Brazil,5130127,23,114150.67,8.1924
APF,2020,Brazil,5143123,3,112293.59,7.2306
APF,2020,Brazil,5145125,1,7109.21,2.737
APF,2020,Brazil,5150215,7,50592.28,2.71652
APF,2020,Brazil,5152135,2,-654.31,0
APF,2020,Brazil,5152233,1,134508.2,7.77
APF,2020,Brazil,5152737,20,65370.4,2.9522
APF,2020,Brazil,5211069,36,480610.23,41.509
APF,2020,Brazil,5211225,2,172871.54,9.4528
APF,2020,Brazil,5213145,2,61838.01,2.4156
APF,2020,Brazil,5213146,3,25850.43,2.943
APF,2020,Brazil,5213794,25,1041615.15,64.52012
APF,2020,Brazil,5214203,3,27636.62,1.37136
APF,2020,Brazil,5214250,11,148222.93,11.39484
APF,2020,Brazil,5214610,1,23728.87,0.48888
APF,2020,Brazil,5217152,29,1039864.05,110.2402
APF,2020,Brazil,5223325,5,-21.13,0
APF,2020,Brazil,5243790,12,33393.16,2.2582
APF,2020,Brazil,5243879,3,74092.02,2.49552
APF,2020,Brazil,5243892,24,225099.26,20.5812
APF,2020,Brazil,5243993,20,180144.5,7.2348
APF,2020,Brazil,5244036,9,41075.93,1.16208
APF,2020,Brazil,5244081,12,81756.34,5.92656
APF,2020,Brazil,5244126,14,33802.74,1.0362
APF,2020,Brazil,5244278,19,576151.83,81.95752
APF,2020,Brazil,5244288,1,7313.59,0.42
APF,2020,Brazil,5244305,25,114491.34,9.14752
APF,2020,Brazil,5244321,9,55107.43,6.6804
APF,2020,Brazil,5244360,29,3566.03,1.0158
APF,2020,Brazil,5244414,15,-1072.62,0
APF,2020,Brazil,5258257,2,32549.7,2.7
APF,2020,Brazil,5261897,3,5995.11,0.4104
APF,2020,Brazil,5264740,15,78069.45,10.19056
APF,2020,Brazil,5264760,25,208411.46,20.0214
APF,2020,Brazil,5265773,15,22042.46,2.668
APF,2020,Brazil,5267212,6,27380.38,1.50716
APF,2020,Brazil,5267426,3,28995.04,2.49444
APF,2020,Brazil,5269788,7,68563.74,3.5712
APF,2020,Brazil,5269872,9,87086.18,3.5196
APF,2020,Brazil,5269875,3,14692.9,2.1992
APF,2020,Brazil,5270048,5,15662.55,0.69452
APF,2020,Brazil,5273469,6,16571.84,0.6384
APF,2020,Brazil,5279233,7,67388.63,5.3568
APF,2020,Brazil,5279284,1,15840.22,1.05
APF,2020,Brazil,5279286,2,33283.06,2.3404
APF,2020,Brazil,5280930,2,50054.18,5.36116
APF,2020,Brazil,5286704,4,-17.64,0
APF,2020,Brazil,5286706,9,13158.92,1.3206
APF,2020,Brazil,5286808,19,26738.25,1.39668
APF,2020,Brazil,5286855,13,124564.39,14.08116
APF,2020,Brazil,5286913,16,77126.77,9.1962
APF,2020,Brazil,5287166,6,82986.67,4.48
APF,2020,Brazil,5290118,5,3621.84,0.1596
APF,2020,Brazil,5290964,17,99746.86,13.64384
APF,2020,Brazil,5299582,6,-8704.02,0
APF,2020,Brazil,5301963,7,33321.92,1.88984
APF,2020,Brazil,5301987,7,27630.19,1.6952
APF,2020,Brazil,5303936,3,11673.02,0.50352
APF,2020,Brazil,5312904,1,1930.81,0.85
APF,2020,Brazil,5314798,17,29361.2,1.2574
APF,2020,Brazil,5317402,1,93939.54,8.448
APF,2020,Brazil,5317678,16,30995.84,1.06836
APF,2020,Brazil,5317695,9,78408.48,12.915
APF,2020,Brazil,5317709,11,-428.56,0
APF,2020,Brazil,5322130,8,59286.94,4.98504
APF,2020,Brazil,5322131,7,42619.86,2.2468
APF,2020,Brazil,5328860,2,10710.21,0.57464
APF,2020,Brazil,5343405,5,15437.75,0.44232
APF,2020,Brazil,5343414,3,41454.92,2.05704
APF,2020,Brazil,5343420,3,8048.72,0.35452
APF,2020,Brazil,5345322,1,12966.42,0.39576
APF,2020,Brazil,5351305,16,49789.15,1.2804
APF,2020,Brazil,5352386,10,44472.47,2.4942
APF,2020,Brazil,5355892,4,7606.42,0.42
APF,2020,Brazil,5357207,2,9264.96,0.30264
APF,2020,Brazil,5358069,5,41846.9,1.52488
APF,2020,Brazil,5358145,3,39462.79,2.31628
APF,2020,Brazil,5358186,4,65711.47,4.83804
APF,2020,Brazil,5359613,3,10551.14,0.36864
APF,2020,Brazil,5362908,4,-32.44,0
APF,2020,Brazil,5366745,5,-327.59,0
APF,2020,Brazil,5367120,14,56734.68,4.25964
APF,2020,Brazil,5370254,5,-327.59,0
APF,2020,Brazil,5376908,8,12056.23,1.28
APF,2020,Brazil,5382686,5,-2982.07,0
APF,2020,Brazil,5387054,2,3283.67,0.186
APF,2020,Brazil,5408328,3,23555.47,1.22
APF,2020,Brazil,5438128,5,231048.95,11.8948
APF,2020,Brazil,5467828,28,43993.15,3.48478
APF,2020,Brazil,5485073,2,3211.65,0.1826
APF,2020,Brazil,5485441,2,13400.72,0.47
APF,2020,Brazil,5487488,2,7915.03,0.3476
APF,2020,Brazil,5487557,3,13570.51,0.8594
APF,2020,Brazil,5506566,4,-170.39,0
APF,2020,Brazil,5507272,2,52621.52,3.675
APF,2020,Brazil,5509202,3,-766.8,0
APF,2020,Brazil,5509289,1,10437.1,0.456
APF,2020,Brazil,5510811,4,15659.85,0.75792
APF,2020,Brazil,5513644,14,55059.69,3.2686
APF,2020,Brazil,5521760,3,35841.67,1.935
APF,2020,Brazil,5527412,13,267481.28,16.25912
APF,2020,Brazil,5531254,9,-3.83,0
APF,2020,Brazil,5581801,5,0,0
APF,2020,Brazil,5584607,5,106565.7,5.802
APF,2020,Brazil,5616193,15,27664.04,2.7116
APF,2020,Brazil,5636907,3,16281.8,0.8512
APF,2020,Brazil,5639072,17,764425.02,27.78044
APF,2020,Brazil,5639244,6,-563.22,0
APF,2020,Brazil,5642218,12,-5736.85,0
APF,2020,Brazil,5650614,32,382412.32,43.8386
APF,2020,Brazil,5659142,1,0,0.16296
APF,2020,Brazil,5668365,5,17109.08,0.97968
APF,2020,Brazil,5668829,2,15110.28,1.05
APF,2020,Brazil,5677488,19,9463.51,4.0994
APF,2020,Brazil,5682857,2,12097.52,0.84
APF,2020,Brazil,5684255,11,57118.78,1.5504
APF,2020,Brazil,5704851,9,27665.78,2.0282
APF,2020,Brazil,5704852,6,23525.04,2.2508
APF,2020,Brazil,5704862,27,402087.9,22.54704
APF,2020,Brazil,5708981,3,49003.17,3.4962
APF,2020,Brazil,5712121,16,114550.38,3.09672
APF,2020,Brazil,5712253,3,47112.62,2.495
APF,2020,Brazil,5713168,7,26632.03,1.3316
APF,2020,Brazil,5723573,7,113989.54,10.2936
APF,2020,Brazil,5723607,4,13218.95,1.14832
APF,2020,Brazil,5723686,5,103774.11,6.846
APF,2020,Brazil,5727677,2,8076.57,0.3476
APF,2020,Brazil,5727745,4,-117.7,0
APF,2020,Brazil,5733428,3,18164.78,1.1242
APF,2020,Brazil,5733613,13,89249.82,3.04164
APF,2020,Brazil,5741869,21,179349.26,7.71368
APF,2020,Brazil,5749551,4,25616.23,3.25952
APF,2020,Brazil,5751265,2,11626.31,0.48888
APF,2020,Brazil,5760945,1,1584.26,0.04656
APF,2020,Brazil,5760962,2,24829.12,2.388
APF,2020,Brazil,5766730,3,56341.5,3.65552
APF,2020,Brazil,5766742,3,34053.57,2.84072
APF,2020,Brazil,5766801,4,13018.15,4.036
APF,2020,Brazil,5766960,4,2949.84,0
APF,2020,Brazil,5768540,4,3419.47,0
APF,2020,Brazil,5768861,2,2337.42,0.0912
APF,2020,Brazil,5769086,4,26580.01,0.97144
APF,2020,Brazil,5772712,8,29653.35,2.33608
APF,2020,Brazil,5772727,10,-1315.53,0.0912
APF,2020,Brazil,5776630,24,1970031.57,174.74416
APF,2020,Brazil,5779954,8,53709.85,2.9434
APF,2020,Brazil,5779986,9,28352.84,3.0922
APF,2020,Brazil,5780003,17,20083.08,2.3656
APF,2020,Brazil,5788744,23,29489.58,10.1656
APF,2020,Brazil,5788781,7,26032.19,0.72216
APF,2020,Brazil,5789380,15,200764.66,19.55652
APF,2020,Brazil,5799696,1,29388.61,2.142
APF,2020,Brazil,5799756,17,32527.16,1.97024
APF,2020,Brazil,5799943,6,627.23,0
APF,2020,Brazil,5809960,3,11339.81,1.53108
APF,2020,Brazil,5810025,8,105800.81,5.1294
APF,2020,Brazil,5810128,7,153542,18.46624
APF,2020,Brazil,5812075,3,7489.02,0
APF,2020,Brazil,5812790,3,7331.93,0.2964
APF,2020,Brazil,5812804,11,48691.58,2.683
APF,2020,Brazil,5819553,6,7014.42,0.3814
APF,2020,Brazil,5822034,1,257390.5,31.8
APF,2020,Brazil,5822438,3,27682.3,2.3412
APF,2020,Brazil,5824223,3,32054,1.21768
APF,2020,Brazil,5827264,3,24374.22,0.72168
APF,2020,Brazil,5827704,5,21267.91,2.061
APF,2020,Brazil,5829532,8,19760.48,1.02048
APF,2020,Brazil,5830953,2,14135.45,0.65076
APF,2020,Brazil,5831195,3,3315.44,0.2534
APF,2020,Brazil,5831293,6,30175.92,2.10168
APF,2020,Brazil,5831317,1,417.47,0.0216
APF,2020,Brazil,5833168,2,11979.13,0.953
APF,2020,Brazil,5835289,5,-17.82,0
APF,2020,Brazil,5838513,6,-202,0
APF,2020,Brazil,5838996,5,-25.24,0
APF,2020,Brazil,5839008,6,4086.02,0.30968
APF,2020,Brazil,5844855,14,639189.49,21.76996
APF,2020,Brazil,5845115,6,16081.57,1.216
APF,2020,Brazil,5845464,2,36978.13,1.0908
APF,2020,Brazil,5852743,11,70181.83,11.9512
APF,2020,Brazil,5859016,2,3761.37,0.2958
APF,2020,Brazil,5869332,7,-56.67,0
APF,2020,Brazil,5875927,3,8801.23,0.47424
APF,2020,Brazil,5890012,5,4182.36,0.188
APF,2020,Brazil,5893436,4,7787.19,0.30768
APF,2020,Brazil,5896165,9,72982.4,2.4488
APF,2020,Brazil,5896275,9,57893.49,2.912
APF,2020,Brazil,5896447,7,189571.38,4.5396
APF,2020,Brazil,5911157,4,-5.53,0
APF,2020,Brazil,5921147,5,11436.94,0.41904
APF,2020,Brazil,5923330,8,-365.09,0
APF,2020,Brazil,5928934,5,-897.43,0
APF,2020,Brazil,5932455,4,0,0
APF,2020,Brazil,5932946,9,25444.59,1.44124
APF,2020,Brazil,5933744,2,8539.8,0.18624
APF,2020,Brazil,5942864,5,1475.77,0.0978
APF,2020,Brazil,5948991,5,-172.38,0
APF,2020,Brazil,5950642,8,4362.5,0.31988
APF,2020,Brazil,5952933,6,31927.93,2.1604
APF,2020,Brazil,5956966,4,-2.22,0
APF,2020,Brazil,5965353,7,-4.66,0
APF,2020,Brazil,5987319,10,82145.69,4.80964
APF,2020,Brazil,5991059,5,14489.53,0.6914
APF,2020,Brazil,5991140,5,10504.44,0.7802
APF,2020,Brazil,5991146,11,60420.87,3.7404
APF,2020,Brazil,6005030,13,75808.5,7.438
APF,2020,Brazil,6005192,2,5374.44,0.6264
APF,2020,Brazil,6018319,2,8195.67,0.2328
APF,2020,Brazil,6020075,8,57077.68,2.39792
APF,2020,Brazil,6020105,2,5571.91,0.324
APF,2020,Brazil,6026603,2,41638.61,5.093
APF,2020,Brazil,6041490,10,166093.32,9.72968
APF,2020,Brazil,6041520,5,24943.7,1.49352
APF,2020,Brazil,6041548,2,27986.06,0.9776
APF,2020,Brazil,6046013,5,790.25,0.0636
APF,2020,Brazil,6070447,5,-333.76,0
APF,2020,Brazil,6084630,5,120440.36,10.227
APF,2020,Brazil,6104466,33,842821.65,64.40124
APF,2020,Brazil,6105639,10,139421.29,5.08676
APF,2020,Brazil,6113173,4,629.4,0.187
APF,2020,Brazil,6117862,9,23095.2,1.6262
APF,2020,Brazil,6125401,4,3091.14,1.275
APF,2020,Brazil,6147366,5,63926.24,3.10776
APF,2020,Brazil,6147382,4,123575.73,3.492
APF,2020,Brazil,6163124,2,128830.4,3.492
APF,2020,Brazil,6172920,25,186532.47,11.68646
APF,2020,Brazil,6174345,2,17407.12,1.43904
APF,2020,Brazil,6179437,19,165320.58,10.90672
APF,2020,Brazil,6192158,10,335476.21,12.22168
APF,2020,Brazil,6192223,15,31215.51,5.1192
APF,2020,Brazil,6194291,3,6555.46,0.49408
APF,2020,Brazil,6195710,3,13157.64,0.39576
APF,2020,Brazil,6195722,11,22910.55,1.7986
APF,2020,Brazil,6195771,6,118892.11,8.8546
APF,2020,Brazil,6195813,6,72620.17,6.2496
APF,2020,Brazil,6195879,3,25026.89,0.582
APF,2020,Brazil,6196016,3,40485,1.3512
APF,2020,Brazil,6198231,9,7414.1,0.44444
APF,2020,Brazil,6202218,8,27677.35,1.72228
APF,2020,Brazil,6203110,2,0,0
APF,2020,Brazil,6203154,3,4451.33,1.836
APF,2020,Brazil,6203586,7,130413.43,16.056
APF,2020,Brazil,6203591,2,11520.9,0.71968
APF,2020,Brazil,6203593,6,19807.02,0.65184
APF,2020,Brazil,6203602,7,25759.72,1.27548
APF,2020,Brazil,6203612,1,25565.99,0.76824
APF,2020,Brazil,6203616,2,-2026.98,0
APF,2020,Brazil,6203617,1,13931.62,0.41904
APF,2020,Brazil,6204098,11,29756.38,2.222
APF,2020,Brazil,6204612,2,45575.32,1.23384
APF,2020,Brazil,6204820,6,20062.37,1.071
APF,2020,Brazil,6204826,1,21928.02,0.72168
APF,2020,Brazil,6205762,2,0,0
APF,2020,Brazil,6205936,1,7750.88,0.32592
APF,2020,Brazil,6205944,1,14544.55,1.59
APF,2020,Brazil,6205946,1,18658.14,2.12
APF,2020,Brazil,6206899,10,5603.46,0.36876
APF,2020,Brazil,6207669,16,-82114.24,0
APF,2020,Brazil,6207921,7,19788.57,1.6664
APF,2020,Brazil,6208331,7,227130.46,15.7558
APF,2020,Brazil,6210871,3,5382.98,0.34996
APF,2020,Brazil,6210934,3,15282.35,0.8312
APF,2020,Brazil,6211535,1,4352.46,0.188
APF,2020,Brazil,6211598,7,17561.5,0.8628
APF,2020,Brazil,6211599,3,8873.06,0.27792
APF,2020,Brazil,6211602,7,13474.09,0.6738
APF,2020,Brazil,6211998,1,14544.55,1.59
APF,2020,Brazil,6212005,1,8506.92,0.3572
APF,2020,Brazil,6212488,3,30951.34,3.05552
APF,2020,Brazil,6213186,1,4496.36,0.252
APF,2020,Brazil,6214751,6,79799.75,2.658
APF,2020,Brazil,6215343,1,2289,0.85
APF,2020,Brazil,6215479,5,64114.19,6.7296
APF,2020,Brazil,6216256,1,2666.5,0.168
APF,2020,Brazil,6217388,2,8284.04,0.597
APF,2020,Brazil,6217390,7,892114.83,44.3532
APF,2020,Brazil,6218235,4,26655.18,1.35356
APF,2020,Brazil,6219154,11,181510.8,11.5292
APF,2020,Brazil,6219471,4,21489.67,1.84764
APF,2020,Brazil,6220071,1,15266.85,1.05
APF,2020,Brazil,6220688,2,74272.58,2.41584
APF,2020,Brazil,6220691,2,46746.73,1.61424
APF,2020,Brazil,6221914,9,93369.52,4.739
APF,2020,Brazil,6223176,13,-57684.2,0
APF,2020,Brazil,6224177,12,7356.71,0.80136
APF,2020,Brazil,6230276,1,21830.08,0.582
APF,2020,Brazil,6232875,3,19058.26,0.66936
APF,2020,Brazil,6232995,2,10839.2,0.567
APF,2020,Brazil,6343795,4,0,0
APF,2020,Brazil,6776998,32,-27495.96,0
APF,2020,Brazil,6856253,1,0,0
APF,2020,Brazil,#,15,-2021813.87,-0.0376
APF,2020,Chile,40355,70,0,0
APF,2020,Chile,959253,61,2853985.91,202.30992
APF,2020,Chile,965692,11,9209.73,0.40475
APF,2020,Chile,966250,19,68650.18,1.4454
APF,2020,Chile,966380,4,753.09,0.44
APF,2020,Chile,967013,1,135870.16,0
APF,2020,Chile,967062,19,23118.59,0.316
APF,2020,Chile,967354,42,838165.72,47.232765
APF,2020,Chile,967676,10,7771.29,0.7666
APF,2020,Chile,967767,12,188993.68,9.617
APF,2020,Chile,968032,12,40842.52,2.24292
APF,2020,Chile,968045,5,16456.75,0.29925
APF,2020,Chile,968253,13,62853.13,0.8601
APF,2020,Chile,968365,28,57045.49,8.1525
APF,2020,Chile,969370,2,-547.46,-0.0095
APF,2020,Chile,969493,59,924845.64,45.065075
APF,2020,Chile,969538,4,74542.21,1.2713
APF,2020,Chile,969549,6,4920.57,3.3
APF,2020,Chile,969648,5,12543.52,0.6686
APF,2020,Chile,969883,58,2602040.05,146.37387
APF,2020,Chile,970080,15,266286.36,12.017275
APF,2020,Chile,970114,32,93085.13,5.451675
APF,2020,Chile,970127,18,52399.72,1.5523
APF,2020,Chile,973906,4,3509.5,0.0468
APF,2020,Chile,1511055,36,369376.86,15.79471
APF,2020,Chile,1586238,65,7115226.65,500.309345
APF,2020,Chile,1748304,2,19556.7,1.044
APF,2020,Chile,1947660,9,199215.72,3.00464
APF,2020,Chile,2412080,16,18454.75,0.5179
APF,2020,Chile,2655621,4,40430.79,1.68
APF,2020,Chile,2788405,2,31050.96,0.63
APF,2020,Chile,3937574,25,54760.88,2.08252
APF,2020,Chile,3999997,47,0,0.43979
APF,2020,Chile,4164861,1,2306.24,0.105
APF,2020,Chile,4686962,17,13236.27,0.2807
APF,2020,Chile,4991426,12,7306.15,0.27342
APF,2020,Chile,5190648,2,123081.49,6.3
APF,2020,Chile,5211830,1,13852.29,0.14
APF,2020,Chile,5425306,5,2982.7,0.041
APF,2020,Chile,5462197,4,0,0
APF,2020,Chile,5674955,21,16310.12,0.2816
APF,2020,Chile,5789142,1,116759.96,1.24544
APF,2020,Chile,5990022,22,57906.86,0.9536
APF,2020,Chile,6212223,2,4449.33,0.05311
APF,2020,Chile,#,4,0,0
APF,2020,Colombia,40539,1,0,0
APF,2020,Colombia,154756,35,0,0
APF,2020,Colombia,970936,5,706103.73,39.59955
APF,2020,Colombia,971258,5,577735.21,38.2878
APF,2020,Colombia,971476,12,22402.67,1.1742
APF,2020,Colombia,971659,29,171194.34,11.129448
APF,2020,Colombia,971676,17,63262.04,3.7205
APF,2020,Colombia,971691,29,718942.18,37.64508
APF,2020,Colombia,971722,28,481370.38,23.152715
APF,2020,Colombia,971785,18,30593.25,1.802636
APF,2020,Colombia,971794,22,22436.85,1.23031
APF,2020,Colombia,971943,6,18955.67,1.02325
APF,2020,Colombia,972108,34,279554.16,18.007796
APF,2020,Colombia,1022079,1,3194.2,0.092
APF,2020,Colombia,1028753,28,149015.87,8.71519
APF,2020,Colombia,1081955,20,38618.87,2.13434
APF,2020,Colombia,1084003,11,27156.19,1.8722
APF,2020,Colombia,1097449,7,2107438.09,128.8377
APF,2020,Colombia,1117188,13,69269.5,3.3008
APF,2020,Colombia,1126830,6,1036573.45,64.0542
APF,2020,Colombia,1214019,7,71.25,0
APF,2020,Colombia,1848816,9,221434.73,12.936
APF,2020,Colombia,2080912,6,648800.83,46.8822
APF,2020,Colombia,3065007,26,78735.7,4.670158
APF,2020,Colombia,3113454,38,144381.16,9.44522
APF,2020,Colombia,3325780,60,5597996.3,407.216281
APF,2020,Colombia,3375770,20,8186.68,0
APF,2020,Colombia,3375771,11,2120.48,0
APF,2020,Colombia,3683558,23,7962.84,0
APF,2020,Colombia,4106958,30,666816.29,31.503605
APF,2020,Colombia,4115978,1,0,0.0005
APF,2020,Colombia,4375215,2,10539.69,0.3876
APF,2020,Colombia,4457134,14,26.73,0
APF,2020,Colombia,4655377,24,25371.64,2.8242
APF,2020,Colombia,4819032,18,3077.63,0
APF,2020,Colombia,4819940,11,1731.67,0
APF,2020,Colombia,4820258,15,2725.6,0
APF,2020,Colombia,4959910,23,177519.29,10.15369
APF,2020,Colombia,5264717,46,455004.2,25.3899
APF,2020,Colombia,5555827,2,-2607.6,0
APF,2020,Colombia,5571760,13,17632.62,1.07282
APF,2020,Colombia,5682722,9,7917.23,0.26597
APF,2020,Colombia,5719653,32,84853.59,4.46704
APF,2020,Colombia,5723269,18,268719.19,12.4094
APF,2020,Colombia,5812739,14,6566.89,0.2971
APF,2020,Colombia,#,84,0,0
APF,2020,Ecuador,40539,54,16193325.87,1381.738498
APF,2020,Ecuador,372497,1,46700.64,1.944
APF,2020,Ecuador,594250,1,0,0
APF,2020,Ecuador,1017036,4,14844.14,0
APF,2020,Ecuador,1017165,3,357.57,0
APF,2020,Ecuador,1065728,5,-41208.17,0
APF,2020,Ecuador,1128764,4,-11653.27,0
APF,2020,Ecuador,2270485,3,-11595.07,0
APF,2020,Paraguay,99526,29,14462367.66,917.57233
APF,2020,Peru,41358,26,0,0
APF,2020,Peru,1017450,5,4291.09,0.08268
APF,2020,Peru,1017525,10,61469.09,20.685
APF,2020,Peru,1017533,13,255345.2,6.04638
APF,2020,Peru,1017551,14,5608.66,0.26635
APF,2020,Peru,1017578,20,39560.9,1.5394
APF,2020,Peru,1017702,19,149651.86,2.87642
APF,2020,Peru,1017707,40,1862144.99,90.595805
APF,2020,Peru,1017728,13,52509.73,4.171172
APF,2020,Peru,1017782,6,1793.41,0.09786
APF,2020,Peru,1017819,6,17166.34,0.1625
APF,2020,Peru,1017950,24,65045.28,1.424112
APF,2020,Peru,1018038,55,2368925.01,119.390728
APF,2020,Peru,1018094,7,23511.49,0.6451
APF,2020,Peru,1018126,8,143243.51,2.8653
APF,2020,Peru,1021470,4,66644.44,0.7588
APF,2020,Peru,1025090,12,13877.76,0.90118
APF,2020,Peru,1027898,18,69585.01,8.38124
APF,2020,Peru,1063029,10,112678.25,1.09406
APF,2020,Peru,1067005,11,18681.67,0.83512
APF,2020,Peru,1105225,10,508.77,0.05636
APF,2020,Peru,1120937,12,965.99,0.1072
APF,2020,Peru,1122401,13,34557.92,3.085216
APF,2020,Peru,1124801,17,43090.29,2.85962
APF,2020,Peru,1126643,13,75789.93,4.199
APF,2020,Peru,1127813,25,392354.6,17.32492
APF,2020,Peru,1128541,2,55657.11,0.574
APF,2020,Peru,1316201,16,41444.75,3.61672
APF,2020,Peru,1342142,5,1378.36,0.012
APF,2020,Peru,1401555,8,31752.63,0.2922
APF,2020,Peru,1477872,18,91115.81,9.07336
APF,2020,Peru,1604927,12,26836.41,3.037852
APF,2020,Peru,1683567,11,11762.82,0.53238
APF,2020,Peru,1702401,9,60470.08,0.55694
APF,2020,Peru,1822223,1,57035.83,12.74
APF,2020,Peru,1847768,14,10431.27,0.7488
APF,2020,Peru,1858199,3,0,0
APF,2020,Peru,2087036,32,95996.44,8.51755
APF,2020,Peru,2180511,5,350785.71,58.80359
APF,2020,Peru,2240981,22,21046.96,1.34623
APF,2020,Peru,2240998,7,8638.8,0.40452
APF,2020,Peru,2376780,22,309489.84,32.85876
APF,2020,Peru,2504747,11,53636.52,3.1598
APF,2020,Peru,2509721,8,23664.31,2.30361
APF,2020,Peru,2769044,11,14396.76,0.39496
APF,2020,Peru,2882805,3,1073.41,0.01
APF,2020,Peru,2986598,17,111050.73,19.140612
APF,2020,Peru,3111345,6,72210.55,0.69186
APF,2020,Peru,3166949,8,174551.03,1.75668
APF,2020,Peru,3248739,5,4133.92,0.03677
APF,2020,Peru,3302559,3,2267.49,0.02
APF,2020,Peru,3302560,3,3401.24,0.03
APF,2020,Peru,3401820,5,0,0
APF,2020,Peru,3486274,5,7886.76,0.20772
APF,2020,Peru,3488677,6,253919.09,2.24022
APF,2020,Peru,3706741,6,138329.49,9.3182
APF,2020,Peru,3718780,23,14310.34,1.08785
APF,2020,Peru,3754448,5,55586.16,7.8725
APF,2020,Peru,3803823,10,41305.59,5.91584
APF,2020,Peru,3925524,1,6371.31,0.12508
APF,2020,Peru,3932763,8,208452.54,5.82952
APF,2020,Peru,3981790,14,52259.35,3.26216
APF,2020,Peru,3981791,5,83090.04,0.92072
APF,2020,Peru,3981932,15,8352.06,1.18312
APF,2020,Peru,3982596,11,35840.13,1.89676
APF,2020,Peru,4092595,8,67042.09,0.60538
APF,2020,Peru,4174260,3,5831.77,0.429
APF,2020,Peru,4278597,12,8870.78,1.201
APF,2020,Peru,4285707,11,24832.12,1.152152
APF,2020,Peru,4361082,7,48824.86,0.48139
APF,2020,Peru,4376526,12,2380.52,0.17152
APF,2020,Peru,4390087,14,41607.02,4.89336
APF,2020,Peru,4437671,14,4971.97,0.5944
APF,2020,Peru,4535797,2,131836.61,1.155
APF,2020,Peru,4544270,4,5616.53,0.1554
APF,2020,Peru,4721799,8,11818.87,0.2628
APF,2020,Peru,4723291,12,1861.72,0.2106
APF,2020,Peru,4725020,7,4873.94,0.2926
APF,2020,Peru,4819020,14,60071.52,18.9643
APF,2020,Peru,4956810,4,952.9,0.01908
APF,2020,Peru,4965413,2,5937.22,0.054
APF,2020,Peru,4969243,3,138015.68,1.254
APF,2020,Peru,4974429,3,27641.22,0.2385
APF,2020,Peru,5165397,7,96094.49,4.570292
APF,2020,Peru,5168084,6,7470.56,1.10755
APF,2020,Peru,5170838,8,8220.22,0.43788
APF,2020,Peru,5170839,11,6580.3,1.124124
APF,2020,Peru,5272192,9,2536.75,0.06304
APF,2020,Peru,5343117,4,0,0
APF,2020,Peru,5381214,4,290.44,0.0072
APF,2020,Peru,5469190,1,74132.82,2.2059
APF,2020,Peru,5506828,8,1029.81,0.012624
APF,2020,Peru,5517158,12,54173.85,3.46944
APF,2020,Peru,5523472,5,1018.1,0.45
APF,2020,Peru,5535730,2,18727.2,0.171
APF,2020,Peru,5586565,6,199832.19,33.59875
APF,2020,Peru,5605595,13,8863.74,0.544625
