SBU,Year,Country,Sold-to Code (Number version),# Products,Net Sales (EUR),Base Quantity (Volume-tons)
ENP,2020,Chile,5366917,1,862.05,0.06
ENP,2020,Chile,5388756,1,10002.01,0.6
ENP,2020,Chile,5668069,4,40517.05,2.69
ENP,2020,Chile,5700761,1,1016.06,0.05
ENP,2020,Chile,5894379,2,8901.35,0.435
ENP,2020,Chile,5962944,1,228.34,0.02
ENP,2020,Chile,6094582,1,1907.29,0.09
ENP,2020,Chile,#,1,0,0
ENP,2020,Colombia,1000,2,0,0
ENP,2020,Colombia,23518,2,196527,10.5025
ENP,2020,Colombia,154756,31,0,0
ENP,2020,Colombia,714464,1,121166.8,10
ENP,2020,Colombia,768354,1,6924.8,0.361
ENP,2020,Colombia,971432,3,-833.9,3.0005
ENP,2020,Colombia,1021629,1,0,0.00011
ENP,2020,Colombia,1060966,1,99573.94,6.475
ENP,2020,Colombia,1581654,1,269993.46,36
ENP,2020,Colombia,1688351,2,30108.88,1.275
ENP,2020,Colombia,1760275,2,0,0.00061
ENP,2020,Colombia,1835623,1,115685.61,5.5
ENP,2020,Colombia,3004662,40,2244829.85,286.9145
ENP,2020,Colombia,3115165,2,0,0.001
ENP,2020,Colombia,3319866,1,103535.82,6
ENP,2020,Colombia,4366911,9,-98954.7,0
ENP,2020,Colombia,5662053,1,6560.58,0.35
ENP,2020,Colombia,6017911,1,0,0.091
ENP,2020,Colombia,6224653,1,0,0.00033
ENP,2020,Colombia,#,44,0,0
ENP,2020,Colombia,#,44,63139.97,0
ENP,2020,Ecuador,1000,2,0,0
ENP,2020,Ecuador,154756,7,0,0
ENP,2020,Ecuador,1017193,1,0,0
ENP,2020,Ecuador,1479696,8,11579.29,1.804
ENP,2020,Ecuador,5167814,1,0,0.001
ENP,2020,Ecuador,5808317,5,0,0.004
ENP,2020,Ecuador,5859092,1,0,0.0005
ENP,2020,Ecuador,5917407,5,0,0.0045
ENP,2020,Ecuador,5962578,32,293950.08,28.08941
ENP,2020,Ecuador,5995098,2,0,0.002
ENP,2020,Not assigned,#,1,0,0
ENP,2020,Paraguay,99526,3,0,0.004
ENP,2020,Paraguay,1126879,20,401417.93,26.2865
ENP,2020,Paraguay,#,2,0,0
ENP,2020,Paraguay,#,2,0,0
ENP,2020,Peru,1000,1,0,0
ENP,2020,Peru,41358,8,0,0
ENP,2020,Peru,1017628,25,869029.46,81.44675
ENP,2020,Peru,#,1,0,0
ENP,2020,Uruguay,1000,1,0,0
ENP,2020,Uruguay,91162,2,139657.02,6.36
ENP,2020,Uruguay,1018721,29,960102.3,61.005
ENP,2020,Uruguay,#,1,0,0
ENP,2020,Venezuela,1000,1,0,0
ENP,2020,Venezuela,154756,3,0,0
ENP,2020,Venezuela,2364687,11,200668.17,41.84
ENP,2020,Venezuela,3691508,1,0,0
ENP,2020,Venezuela,6187033,1,7391.74,0.6
EVA,2018,Argentina,76959,2,40203.55,20.224
EVA,2018,Argentina,953807,1,931443.42,518.67
EVA,2018,Argentina,954805,1,124600.64,63.63
EVA,2018,Argentina,959202,3,105806.99,55.174
EVA,2018,Argentina,1027197,1,245778.26,111.276
EVA,2018,Argentina,1688152,3,13207.63,4.44456
EVA,2018,Argentina,4389261,1,38133.24,17.952
EVA,2018,Argentina,5303408,1,5591.32,1.21176
EVA,2018,Argentina,5394370,1,9270.62,3.366
EVA,2018,Brazil,10391,1,33907.86,3.6
EVA,2018,Brazil,149759,3,116456.53,33.7712
EVA,2018,Brazil,298515,2,13671.2,2.76
EVA,2018,Brazil,433207,2,682000.88,399.132
EVA,2018,Brazil,905732,3,690881.21,470.7572
EVA,2018,Brazil,908527,1,7292.81,1.84
EVA,2018,Brazil,1038819,1,3400.6,2.262
EVA,2018,Brazil,1042721,3,958738.84,582.3392
EVA,2018,Brazil,1042730,1,669181.31,490.066
EVA,2018,Brazil,1042732,1,943444.79,666.329999
EVA,2018,Brazil,1043960,2,324863.44,218.6
EVA,2018,Brazil,1071060,1,319433.9,92.4
EVA,2018,Brazil,1124527,3,13006.7,7.09176
EVA,2018,Brazil,1254690,1,636222.1,321.719999
EVA,2018,Brazil,1323773,2,523524.8,186.0292
EVA,2018,Brazil,1689396,6,113131.91,56.71581
EVA,2018,Brazil,1995200,2,208694.3,102.69585
EVA,2018,Brazil,2071763,1,38883.12,17.5032
EVA,2018,Brazil,2364412,1,51302.65,29.172
EVA,2018,Brazil,3197775,1,16468.36,5.88
EVA,2018,Brazil,3261773,1,8936.66,6.328
EVA,2018,Brazil,4704486,1,2493.89,1.124
EVA,2018,Brazil,4937850,1,2271.34,0.8976
EVA,2018,Brazil,4949656,1,19411.39,11.24
EVA,2018,Brazil,5083208,2,9824.18,5.616
EVA,2018,Brazil,5285507,1,624.87,0.4
EVA,2018,Brazil,#,1,26041.36,19.590383
EVA,2018,Chile,967345,2,224135.22,108.120222
EVA,2018,Chile,968267,2,211395.5,109.288
EVA,2018,Chile,3251051,2,595751.63,276.4664
EVA,2018,Colombia,971780,1,75990,28.56
EVA,2018,Colombia,1124026,2,44157.89,14.02
EVA,2018,Colombia,2074657,3,121818.35,59.85984
EVA,2018,Colombia,3347307,2,13024.34,4.2212
EVA,2018,Ecuador,1017141,1,8070.88,3.36
EVA,2018,Ecuador,4040751,2,40035.97,20.99328
EVA,2018,Ecuador,4847673,1,12383.46,6.732
EVA,2018,Peru,1978989,1,18328.44,8.4
EVA,2018,Peru,2087035,3,25366.03,8.8256
EVA,2018,Uruguay,1018672,3,34825.78,16.56072
EVA,2018,Uruguay,1028877,1,17537.21,5.88
EVA,2019,Argentina,76959,2,31927.61,16.84
EVA,2019,Argentina,195530,1,2395.3,0.92
EVA,2019,Argentina,953807,1,936252.68,481.38
EVA,2019,Argentina,954805,2,99886.27,54.3837
EVA,2019,Argentina,959202,3,212877.36,95.686
EVA,2019,Argentina,1027197,1,240527.72,130.384
EVA,2019,Argentina,4389261,1,24483.2,11.22
EVA,2019,Argentina,5787547,1,48065.31,18.4
EVA,2019,Brazil,10391,1,21366.81,2
EVA,2019,Brazil,149759,2,65927.88,17.648
EVA,2019,Brazil,298515,4,40155.24,12.6384
EVA,2019,Brazil,433207,1,373129.25,112.996
EVA,2019,Brazil,905732,5,742450.32,436.524
EVA,2019,Brazil,1042721,2,1107161.92,688.837601
EVA,2019,Brazil,1042730,1,661627.86,448.094
EVA,2019,Brazil,1042732,1,670341.78,493.93
EVA,2019,Brazil,1043960,2,93633.03,53.872
EVA,2019,Brazil,1071060,1,239923.82,65.94
EVA,2019,Brazil,1124527,1,22167.83,11.6688
EVA,2019,Brazil,1254690,2,715612,383.51704
EVA,2019,Brazil,1323773,2,386773.86,266.8132
EVA,2019,Brazil,1689396,7,92041.02,44.42084
EVA,2019,Brazil,1995200,1,627894.26,285.6
EVA,2019,Brazil,2071763,1,34915.96,14.8104
EVA,2019,Brazil,2364412,1,34164.66,17.952
EVA,2019,Brazil,2816333,1,4001.37,2.244
EVA,2019,Brazil,3197775,1,25427.67,7.56
EVA,2019,Brazil,3261773,1,11587.84,7.232
EVA,2019,Brazil,3729214,2,5271.2,1.72
EVA,2019,Brazil,4634465,1,3379.64,0.92
EVA,2019,Brazil,4704486,1,5186.71,2.248
EVA,2019,Brazil,4949656,3,129183.94,75.6598
EVA,2019,Brazil,5527533,1,6641.95,1.68
EVA,2019,Brazil,5551854,1,1578.52,1.124
EVA,2019,Brazil,5586377,2,8214.56,2.11
EVA,2019,Chile,853527,1,2126.74,0.92
EVA,2019,Chile,967345,2,134324.6,63.88318
EVA,2019,Chile,968267,3,365070.64,157.86
EVA,2019,Chile,3251051,1,572188.99,261.6504
EVA,2019,Colombia,768354,3,34513.87,24.52224
EVA,2019,Colombia,971780,1,64031.81,23.94
EVA,2019,Colombia,1124026,2,47006.8,14.52
EVA,2019,Colombia,2074657,4,89590.99,42.052
EVA,2019,Colombia,3347307,3,11661.8,3.74496
EVA,2019,Colombia,5645409,2,5575.25,1.87248
EVA,2019,Colombia,5692514,5,21312.83,11.77592
EVA,2019,Ecuador,1017141,1,15158.53,6.72
EVA,2019,Ecuador,4040751,1,20957.21,10.08
EVA,2019,Paraguay,5100854,1,20135.27,8.0784
EVA,2019,Uruguay,1018672,1,27441.23,13.464
EVA,2019,Uruguay,1028877,1,9455.11,3.36
EVA,2019,Uruguay,1124331,1,28715.49,10.116
EVA,2019,Uruguay,1609378,1,53703.71,22.08
EVA,2020,Argentina,76959,2,53198.03,28.068
EVA,2020,Argentina,953807,1,592926.32,366.12
EVA,2020,Argentina,954805,2,327356.87,168.27636
EVA,2020,Argentina,959202,2,36113.06,20.308
EVA,2020,Argentina,1027197,1,93642.77,58.448
EVA,2020,Argentina,2674417,1,11339.4,5.06
EVA,2020,Argentina,5787547,2,100305.66,39.762
EVA,2020,Argentina,5944407,1,47000.33,29.224
EVA,2020,Argentina,#VALUE!,0,4061.09,2.248
EVA,2020,Brazil,149759,3,95539.67,27.1584
EVA,2020,Brazil,298515,2,24510.43,7.2704
EVA,2020,Brazil,433207,1,19297.4,5.936
EVA,2020,Brazil,905732,7,814279.48,588.53
EVA,2020,Brazil,908527,1,31387.95,4.6
EVA,2020,Brazil,1042721,2,495872.33,416.4976
EVA,2020,Brazil,1042730,1,300021.87,285.084
EVA,2020,Brazil,1042732,1,493153.25,455.26
EVA,2020,Brazil,1043960,2,218505.06,223.0372
EVA,2020,Brazil,1071060,1,168505.37,45.36
EVA,2020,Brazil,1116576,1,4404.92,2.6976
EVA,2020,Brazil,1124527,1,1441.93,0.8976
EVA,2020,Brazil,1254690,3,1065363.03,790.227991
EVA,2020,Brazil,1323773,2,273178.83,249.5376
EVA,2020,Brazil,1689084,1,3866.73,2.248
EVA,2020,Brazil,1689396,4,114797.32,64.112
EVA,2020,Brazil,1995200,1,363275.54,202.02
EVA,2020,Brazil,2071763,1,36468.12,20.6448
EVA,2020,Brazil,2816333,1,2961.81,2.244
EVA,2020,Brazil,3197775,1,17999.99,5.88
EVA,2020,Brazil,3261773,1,5693.4,4.52
EVA,2020,Brazil,3729214,1,3672.94,2.4728
EVA,2020,Brazil,4634465,1,68239.88,19.32
EVA,2020,Brazil,4704486,1,4435.68,2.248
EVA,2020,Brazil,4949656,4,91744.83,65.232
EVA,2020,Brazil,5527533,1,6717.22,1.68
EVA,2020,Brazil,5551854,1,964.21,0.8992
EVA,2020,Brazil,5745462,3,503681.06,258.25
EVA,2020,Brazil,6035514,1,6577.64,5.3952
EVA,2020,Brazil,6215758,1,39164.46,22.16
EVA,2020,Chile,853527,2,21210.21,9.77
EVA,2020,Chile,968267,2,171308.82,113.3
EVA,2020,Chile,3251051,2,359855.29,207.8448
EVA,2020,Colombia,768354,1,2348.22,0.92
EVA,2020,Colombia,971780,1,33834.02,12.81
EVA,2020,Colombia,1124026,1,28068.16,8.82
EVA,2020,Colombia,3347307,2,10356.3,3.50698
EVA,2020,Colombia,5692514,2,26260.58,12.88
EVA,2020,Ecuador,1017141,1,7830.52,3.36
EVA,2020,Ecuador,4040751,1,6834.83,3.36
EVA,2020,Paraguay,99526,2,44721.67,18.8544
EVA,2020,Paraguay,5100854,1,6857.79,2.6928
EVA,2020,Peru,2087035,2,22853.93,12.8128
EVA,2020,Peru,5850244,1,6894.79,0.92
EVA,2020,Uruguay,1018672,1,31194.1,14.586
EVA,2020,Uruguay,1028877,1,14497.3,5.04
EVF,2018,Argentina,25800,2,21849.46,9
EVF,2018,Argentina,929108,3,203735.11,11.78
EVF,2018,Argentina,952192,1,146737.47,30
EVF,2018,Argentina,952308,6,182798.05,18.215
EVF,2018,Argentina,952869,1,2668.91,0.1
EVF,2018,Argentina,953054,7,384106.57,35.5
EVF,2018,Argentina,953525,11,1584567.05,113.29
EVF,2018,Argentina,953641,1,36136.95,6
EVF,2018,Argentina,959625,3,86483.8,11.04
EVF,2018,Argentina,1016850,2,10912.26,0.98
EVF,2018,Argentina,1061802,1,19317.56,1.44
EVF,2018,Argentina,1091372,2,35010.04,1.88
EVF,2018,Argentina,1098266,1,7066.52,2
EVF,2018,Argentina,1931747,1,6742.47,3
EVF,2018,Argentina,2293518,1,3860.68,0.1
EVF,2018,Argentina,3062369,5,88030.72,18.22
EVF,2018,Argentina,3106328,2,125250,67
EVF,2018,Argentina,3106797,11,164210.13,17.48
EVF,2018,Argentina,3935985,4,111987.51,6.19
EVF,2018,Bolivia,931295,1,5096.16,2
EVF,2018,Brazil,10391,3,84439.62,21.35
EVF,2018,Brazil,67287,1,2338.09,0.04
EVF,2018,Brazil,914112,9,1096606.45,89.11
EVF,2018,Brazil,1033000,3,8569.37,0.38
EVF,2018,Brazil,1034513,15,432368.68,31.185
EVF,2018,Brazil,1036893,1,1823.29,0.12
EVF,2018,Brazil,1036964,5,124747.98,7.8
EVF,2018,Brazil,1039935,4,1950150.09,109.44
EVF,2018,Brazil,1040860,5,232640.38,5.22
EVF,2018,Brazil,1041984,5,191735.72,7.28
EVF,2018,Brazil,1042895,1,25683.18,6
EVF,2018,Brazil,1043140,1,31340.83,9
EVF,2018,Brazil,1043176,1,2475.41,0.4
EVF,2018,Brazil,1048706,4,942201.63,23.78
EVF,2018,Brazil,1049233,8,568984.2,28.28
EVF,2018,Brazil,1064101,4,31200.48,2.16
EVF,2018,Brazil,1072026,1,3395.1,0.24
EVF,2018,Brazil,1080958,2,157191.91,5.14
EVF,2018,Brazil,1088135,6,33143.05,0.745
EVF,2018,Brazil,1098280,5,295419.5,26.42
EVF,2018,Brazil,1102232,11,204040.33,10.925
EVF,2018,Brazil,1103967,1,1581.43,0.08
EVF,2018,Brazil,1107248,1,10918.12,0.5
EVF,2018,Brazil,1258550,1,9134.89,0.6
EVF,2018,Brazil,1677010,3,568418.66,21.22
EVF,2018,Brazil,1688763,4,280326.28,14.66
EVF,2018,Brazil,1689101,2,116138.12,9.96
EVF,2018,Brazil,1689396,21,1205497.46,70.98
EVF,2018,Brazil,1937948,1,138516.13,15.04
EVF,2018,Brazil,1999686,4,558586.13,21.64
EVF,2018,Brazil,2048872,2,299408.67,28.52
EVF,2018,Brazil,2237822,1,876.52,0.04
EVF,2018,Brazil,2411897,8,194756.16,9.125
EVF,2018,Brazil,2921540,1,3678.15,0.2
EVF,2018,Brazil,3378450,3,56664.35,3.82
EVF,2018,Brazil,4049375,5,43155.16,2.02
EVF,2018,Brazil,5000456,1,762.23,0.06
EVF,2018,Brazil,5145533,4,133655.88,11.22
EVF,2018,Chile,967725,9,600806.55,64.115
EVF,2018,Chile,969866,1,1810.86,0.6
EVF,2018,Chile,1078951,1,4405.54,2.55
EVF,2018,Chile,1337715,2,303492.67,33
EVF,2018,Chile,2375554,1,12609.35,0.72
EVF,2018,Chile,2383064,1,19943.26,8
EVF,2018,Colombia,41667,1,7072.96,0.4
EVF,2018,Colombia,58195,1,1008.62,0.02
EVF,2018,Colombia,513840,2,108323.72,3.36
EVF,2018,Colombia,843986,1,15001.06,0.72
EVF,2018,Colombia,973312,1,20019.08,1.44
EVF,2018,Colombia,1160300,1,21092.5,1.92
EVF,2018,Colombia,1680039,3,103469.56,8.4
EVF,2018,Colombia,1688343,1,16943.22,0.4
EVF,2018,Colombia,1754678,2,9443.66,0.7
EVF,2018,Colombia,3004662,1,28608.75,12.25
EVF,2018,Colombia,4081588,1,3984.65,0.1
EVF,2018,Colombia,6080130,1,2809.09,1
EVF,2018,Ecuador,1830088,4,17029.46,1.56
EVF,2018,Peru,493184,1,129869.19,60
EVF,2018,Peru,973131,3,30256.06,9.925
EVF,2018,Peru,4475104,1,3831.76,0.04
EVF,2018,Uruguay,91162,1,2174.23,0.06
EVF,2018,Uruguay,1621587,1,2411.8,1
EVF,2019,Argentina,73251,1,19644.31,8
EVF,2019,Argentina,952192,1,132249.35,28
EVF,2019,Argentina,952308,5,68709.42,4.56
EVF,2019,Argentina,953054,7,562397.73,36.6
EVF,2019,Argentina,953525,8,1188230.83,73.66
EVF,2019,Argentina,953641,1,50027.54,8.5
EVF,2019,Argentina,1061802,1,16269.92,1.16
EVF,2019,Argentina,1091372,1,77732.73,3.08
EVF,2019,Argentina,1092146,1,2701.78,0.04
EVF,2019,Argentina,1098266,1,7295.21,2
EVF,2019,Argentina,1931747,1,4540.19,2
EVF,2019,Argentina,2293518,1,12899.29,0.3
EVF,2019,Argentina,3062369,3,108426.81,25.42
EVF,2019,Argentina,3106328,2,100300,48
EVF,2019,Argentina,3106797,7,191343.53,8.02
EVF,2019,Argentina,3935985,4,172607.02,8.26
EVF,2019,Brazil,10391,2,40215.06,10.4
EVF,2019,Brazil,914112,10,285352.93,11.51
EVF,2019,Brazil,1033000,2,19894.76,0.84
EVF,2019,Brazil,1034513,13,653570.59,48.395
EVF,2019,Brazil,1039935,5,2093134.98,91.36
EVF,2019,Brazil,1040860,5,553984.6,28.16
EVF,2019,Brazil,1041984,3,13960.49,0.56
EVF,2019,Brazil,1043140,1,27522.79,9
EVF,2019,Brazil,1048706,2,95118.77,3.16
EVF,2019,Brazil,1049233,8,633424.03,30.24
EVF,2019,Brazil,1080958,2,171629,5.36
EVF,2019,Brazil,1088135,3,23404.55,0.345
EVF,2019,Brazil,1098280,4,201355.4,16.42
EVF,2019,Brazil,1102232,7,233127.16,13.04
EVF,2019,Brazil,1107248,2,7719.3,0.4
EVF,2019,Brazil,1521457,2,2760.07,0.08
EVF,2019,Brazil,1677010,3,297815.39,10.776
EVF,2019,Brazil,1688763,7,287085.55,13.745
EVF,2019,Brazil,1689101,2,101439.86,8.24
EVF,2019,Brazil,1689396,20,1337985.05,73.88
EVF,2019,Brazil,1937948,1,123240.7,13.88
EVF,2019,Brazil,1999686,2,540519.2,24.78
EVF,2019,Brazil,2048872,3,286486.13,19.4
EVF,2019,Brazil,2237822,2,29477.73,1.36
EVF,2019,Brazil,2267536,1,7085.8,0.3
EVF,2019,Brazil,2411897,7,109509.81,3.76
EVF,2019,Brazil,2439484,1,132038.94,3
EVF,2019,Brazil,2921540,1,575.41,0.15
EVF,2019,Brazil,3372726,1,14561.64,0
EVF,2019,Brazil,3378450,2,5798.95,0.385
EVF,2019,Brazil,4049375,4,119814.45,3.32
EVF,2019,Brazil,5145533,6,118948.79,8.83
EVF,2019,Brazil,5432994,1,8234.85,0.48
EVF,2019,Chile,967725,8,428856.95,37.625
EVF,2019,Chile,969866,1,3609.95,1
EVF,2019,Chile,1337715,2,478710.43,43.2
EVF,2019,Chile,2375554,2,23234.05,1.32
EVF,2019,Chile,5639159,1,20895.25,8
EVF,2019,Colombia,58195,1,1445.41,0.02
EVF,2019,Colombia,154756,1,3825.28,3
EVF,2019,Colombia,513840,1,51465.33,0.96
EVF,2019,Colombia,843986,3,19003.88,3.42
EVF,2019,Colombia,973312,3,74460.39,3.17
EVF,2019,Colombia,1160300,2,59766.23,3.84
EVF,2019,Colombia,1754678,4,182508.42,13.86
EVF,2019,Colombia,3004662,1,47691.78,18
EVF,2019,Colombia,3175409,1,24603.46,7
EVF,2019,Colombia,4081588,2,99874.2,8.4
EVF,2019,Ecuador,1830088,3,63501.09,17.28
EVF,2019,Paraguay,5309450,1,3758.12,0.12
EVF,2019,Peru,33051,1,4161.73,0.04
EVF,2019,Peru,493184,1,37710.84,15
EVF,2019,Peru,843986,1,26129.47,1.44
EVF,2019,Peru,973131,3,24104.95,8
EVF,2019,Peru,1126521,1,1235.82,0.025
EVF,2020,Argentina,600211,1,2184.14,0.875
EVF,2020,Argentina,952192,1,216713.96,47
EVF,2020,Argentina,952308,6,137572.72,32.8
EVF,2020,Argentina,953054,7,854847.95,49.34
EVF,2020,Argentina,953525,8,1726936.59,99.55
EVF,2020,Argentina,953641,1,68327.86,12.5
EVF,2020,Argentina,959324,1,1036.82,0.1
EVF,2020,Argentina,959625,2,35296.31,4
EVF,2020,Argentina,1061802,1,16900.28,1.2
EVF,2020,Argentina,1098266,1,7091.41,2
EVF,2020,Argentina,1125439,2,2468.86,0.16
EVF,2020,Argentina,3062369,4,112200.61,8.74
EVF,2020,Argentina,3106328,2,42250,24
EVF,2020,Argentina,3106797,9,216906.85,12.15
EVF,2020,Argentina,3935985,3,166750.89,7.94
EVF,2020,Argentina,6179393,1,2700.32,1
EVF,2020,Brazil,10391,3,128125.39,40.8
EVF,2020,Brazil,914112,12,1028557.78,102.52
EVF,2020,Brazil,1033000,2,13962.82,0.68
EVF,2020,Brazil,1034513,13,729758.5,57.6
EVF,2020,Brazil,1039935,4,2172998.06,109.52
EVF,2020,Brazil,1040860,2,160844.51,3.18
EVF,2020,Brazil,1041984,3,9868.51,0.6
EVF,2020,Brazil,1043140,1,41383.57,14
EVF,2020,Brazil,1048706,2,26770.36,2.28
EVF,2020,Brazil,1049233,13,678619.38,37.24
EVF,2020,Brazil,1080958,1,6570.73,0.3
EVF,2020,Brazil,1088135,3,8133.53,0.22
EVF,2020,Brazil,1098280,3,102493.74,9
EVF,2020,Brazil,1102232,10,372573.89,21.511
EVF,2020,Brazil,1107248,1,13227.53,0.7
EVF,2020,Brazil,1521457,2,7713.16,0.24
EVF,2020,Brazil,1677010,4,336413.49,12.76
EVF,2020,Brazil,1688763,5,264687.27,11.82
EVF,2020,Brazil,1689101,2,39902.8,3.58
EVF,2020,Brazil,1689396,23,1685850.55,95.615
EVF,2020,Brazil,1937948,2,74287.98,7.84
EVF,2020,Brazil,1999686,5,402648.31,22.28
EVF,2020,Brazil,2048872,2,227793.69,20.84
EVF,2020,Brazil,2411897,7,164422.76,4.76
EVF,2020,Brazil,2921540,2,10929.11,1.1
EVF,2020,Brazil,3372726,1,7598.84,0
EVF,2020,Brazil,3632158,1,21181.31,4.48
EVF,2020,Brazil,3696804,1,3410.43,0.16
EVF,2020,Brazil,4049375,3,55402.78,1.46
EVF,2020,Brazil,5145533,1,32449.73,5.34
EVF,2020,Brazil,5432994,1,148610.32,9.6
EVF,2020,Brazil,6027131,2,391306.42,13.28
EVF,2020,Brazil,#VALUE!,0,7598.84,0
EVF,2020,Chile,695077,1,5964.93,0.6
EVF,2020,Chile,967725,6,95858.74,13.08
EVF,2020,Chile,968173,1,15457.99,0.8
EVF,2020,Chile,1337715,2,313905.16,32.52
EVF,2020,Chile,2375554,1,12864.03,0.72
EVF,2020,Chile,2383064,1,20293.96,8
EVF,2020,Colombia,513840,3,146230.36,2.95
EVF,2020,Colombia,843986,1,5873.52,3
EVF,2020,Colombia,973312,2,56667.36,2.72
EVF,2020,Colombia,1160300,1,21981.73,1.44
EVF,2020,Colombia,1754678,3,130646.92,12.6
EVF,2020,Colombia,3004662,1,22534.73,8
EVF,2020,Colombia,4475104,1,26268.37,1.92
EVF,2020,Ecuador,1830088,4,85215.72,12.08
EVF,2020,Paraguay,5309450,1,2993.36,0.12
EVF,2020,Peru,493184,2,43310.41,16
EVF,2020,Peru,843986,1,10590.18,0.72
EVF,2020,Peru,973131,2,16785.62,6
EVF,2020,Peru,1126521,1,2741.94,0.05
EVF,2020,Uruguay,23648,1,20745.94,8
EVF,2020,Uruguay,91162,1,3273.74,0.06
EVF,2020,Uruguay,1621587,2,5326.12,2
EVG,2018,Argentina,553576,1,12043,11.468457
EVG,2018,Argentina,1117630,1,9848.68,2.4
EVG,2018,Argentina,1667150,7,1424696.17,437.506316
EVG,2018,Argentina,1688160,3,433984.96,111.3112
EVG,2018,Argentina,2073804,3,81868.76,33.36
EVG,2018,Argentina,2109184,4,3997123.33,2269.95554
EVG,2018,Argentina,2731600,2,88900.95,24.2
EVG,2018,Argentina,2793159,2,158526.25,42.5
EVG,2018,Argentina,5067052,1,11790.96,3.2
EVG,2018,Argentina,#VALUE!,0,15955.15,4.5
EVG,2018,Brazil,174837,2,64229.19,17
EVG,2018,Brazil,459891,1,175732.84,90
EVG,2018,Brazil,1124527,1,16503.52,8
EVG,2018,Brazil,1283677,3,213727.12,75.29
EVG,2018,Brazil,1323728,1,61371.22,13.608
EVG,2018,Brazil,1332583,1,2098.21,4.8
EVG,2018,Brazil,1807699,1,14289.94,6.3
EVG,2018,Brazil,1889904,1,7600,4.536
EVG,2018,Brazil,3482615,13,1016990.5,530.600044
EVG,2018,Brazil,4173742,1,219343.58,62
EVG,2018,Brazil,5076416,1,14181.65,4.83
EVG,2018,Colombia,608774,1,77005.4,19.38
EVG,2018,Colombia,972102,8,621713.73,230.4
EVG,2018,Colombia,1889904,1,11488,1.6
EVG,2018,Colombia,2701330,5,494142.58,166.432
EVG,2018,Colombia,2921676,2,450321.33,74
EVG,2018,Colombia,3302043,6,1672048.92,332.503544
EVG,2018,Colombia,4918438,1,6298.31,1.6
EVG,2018,Ecuador,1277423,3,618692.28,299.52
EVG,2018,Ecuador,1557991,9,602359.7,174.56
EVG,2018,Ecuador,1889904,1,11488,1.6
EVG,2018,Ecuador,3776449,4,336777.7,119.744
EVG,2018,Peru,2087035,5,130001.67,20.51568
EVG,2019,Argentina,1117630,3,46774.61,26.1
EVG,2019,Argentina,1667150,7,1535473.42,444.312066
EVG,2019,Argentina,1688160,2,401963.89,82.5
EVG,2019,Argentina,1919564,1,12047.81,2.7
EVG,2019,Argentina,2073804,1,5332.48,2.724
EVG,2019,Argentina,2109184,4,2510901.45,1421.75
EVG,2019,Argentina,2731600,1,248202.49,52.849
EVG,2019,Argentina,3240826,1,10537.16,2.7
EVG,2019,Bolivia,5691517,2,17605.43,5
EVG,2019,Brazil,174837,3,10589.36,3.28
EVG,2019,Brazil,459891,1,61480.39,30
EVG,2019,Brazil,1101095,1,57272.07,16
EVG,2019,Brazil,1283677,4,997541.42,457.04
EVG,2019,Brazil,1323728,1,26857.05,5.67
EVG,2019,Brazil,1807699,1,36405.57,9.9
EVG,2019,Brazil,3482615,7,434873.59,157.4442
EVG,2019,Brazil,3511054,1,46499.94,17.6
EVG,2019,Brazil,4173742,3,289805.19,87.58
EVG,2019,Brazil,5076416,1,4447.91,1.68
EVG,2019,Chile,5902329,2,33344.4,12.3376
EVG,2019,Colombia,608774,1,53067.05,16.32
EVG,2019,Colombia,972102,10,1095230.29,365.8
EVG,2019,Colombia,1668047,1,84600,18
EVG,2019,Colombia,1889904,2,166140,35.752
EVG,2019,Colombia,2701330,12,1008928.3,324.48
EVG,2019,Colombia,2921676,2,283293.05,51.606128
EVG,2019,Colombia,3302043,6,1347091.68,200.342928
EVG,2019,Colombia,4918438,2,40912.03,8.96
EVG,2019,Ecuador,1277423,2,400104.36,214.75
EVG,2019,Ecuador,1557991,8,606385.55,173.3
EVG,2019,Ecuador,3776449,5,146974.1,43.8
EVG,2019,Peru,2087035,2,288953.3,29.4016
EVG,2020,Argentina,848761,1,10826.4,4.875
EVG,2020,Argentina,1117630,4,56046.42,12.944
EVG,2020,Argentina,1358652,1,6351.75,3
EVG,2020,Argentina,1667150,7,855577.76,143.71691
EVG,2020,Argentina,1688160,1,164776.41,34.8
EVG,2020,Argentina,2109184,1,338868.66,138
EVG,2020,Argentina,2731600,1,91880.08,18.5
EVG,2020,Argentina,3513478,1,2742.7,1
EVG,2020,Bolivia,1958916,4,43319.23,11.2
EVG,2020,Bolivia,5691517,1,15613.11,6.3504
EVG,2020,Brazil,459891,1,81997.2,45
EVG,2020,Brazil,1124527,1,45628.3,27.1
EVG,2020,Brazil,1283677,3,684620.75,318.56
EVG,2020,Brazil,1323728,1,22966.44,6.804
EVG,2020,Brazil,1807699,1,46232.27,12.6
EVG,2020,Brazil,3482615,8,426270.61,88.36624
EVG,2020,Brazil,4173742,2,227532.76,73.2
EVG,2020,Brazil,5076416,3,44865.36,11.4
EVG,2020,Chile,5902329,1,56382.15,22.68
EVG,2020,Colombia,608774,1,35169.62,12.8
EVG,2020,Colombia,1053882,1,7798.14,2.1
EVG,2020,Colombia,1277423,6,477463.23,169.04
EVG,2020,Colombia,1668047,1,84600,18
EVG,2020,Colombia,1889904,1,10640,6.3504
